Artist,Year
Alexander Brook,1932
Raphael Soyer,1932
Thomas Hart Benton,1928
Norman Bel Geddes,1933
Laura Gardin Fraser,1930
Carl Paul Jennewein,1933
Gaetano Cecere,1933
Paul Manship,1930
Lee Lawrie,1932
Carl Paul Jennewein,1918
Gardner Hale,1931
Charles Fergus Binns,1933
Frederic M. Grant,1930
Albert Laessle,1934
Joseph Breck,1932
Joseph Breck,1932
Eugene Speicher,1933
Malvina Cornell Hoffman,1931
Malvina Cornell Hoffman,1931
Charles Ephraim Burchfield,1934
Mahonri Mackintosh Young,1925
Georgia O'Keeffe,1929
Molly Luce,1933
George Ennis,1934
Ernest Blumenschein,1933
Luigi Lucioni,1930
Max Weber,1933
Isamu Noguchi,1931
Malvina Cornell Hoffman,1924
Anthony de Francisci,1935
Mahonri Mackintosh Young,1933
Leon Kroll,1934
"Sidney Biehler Waugh|Corning Glass Works, Steuben Division",1935
Charles Fergus Binns,1929
"Sidney Biehler Waugh|Corning Glass Works, Steuben Division",1935
"Sidney Biehler Waugh|Corning Glass Works, Steuben Division",1935
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1935
"Corning Glass Works, Steuben Division|Walter Dorwin Teague",1934
"Sidney Biehler Waugh|Corning Glass Works, Steuben Division",1930
"Samuel L. Ayres|Corning Glass Works, Steuben Division",1930
"Corning Glass Works, Steuben Division|Samuel L. Ayres",1930
"Samuel L. Ayres|Corning Glass Works, Steuben Division",1930
"Samuel L. Ayres|Corning Glass Works, Steuben Division",1930
"Samuel L. Ayres|Corning Glass Works, Steuben Division",1930
"Samuel L. Ayres|Corning Glass Works, Steuben Division",1930
"Corning Glass Works, Steuben Division|Frederick Carder",1932
Albert Stewart,1936
Arthur Graham Carey,1936
Carl Paul Jennewein,1935
Isabel Bishop,1935
Maurice Sterne,1912
John Marin,1927
John Marin,1927
Robert Ingersoll Aitken,1937
William Zorach,1937
Clarence Holbrook Carter,1935
Waldo Peirce,1933
Chester Beach,1937
Chester Beach,1937
Louis Bouché,1934
Edward Hopper,1928
Max Weber,1933
Paul Sample,1936
Venezia-Murano Company|Angelo Ferro,1900
George Biddle,1934
Bernard Karfiol,1935
Edwin Dickinson,1938
Richard Blow,1938
Hobson Pittman,1936
Paul Ludwig Gill,1894
Paul Ludwig Gill,1894
Boris Lovet-Lorski,1938
Gertrude K. Lathrop,1938
Frank Mechau,1937
Dale Nichols,1934
Mary Hoover Aiken,1934
Maud Morgan,1938
Albert Stewart,1927
Samuel Halpert,1925
Audrey Buller,1936
Millard Sheets,1936
Adolf Dehn,1939
Edith C. Blum,1938
William Zorach,1938
Harry Lane,1938
Julian Levi,1939
Suzanne Silvercruys,1938
John Gregory,1939
Barse Miller,1939
Philip Dike,1936
Rudolf Jacobi,1938
Angna Enters,1937
George Grosz,1939
George Grosz,1939
George Grosz,1939
Reginald Marsh,1929
Aaron Bohrod,1939
Philip von Saltza,1938
Raymond Breinin,1939
Rainey Bennett,1939
Rainey Bennett,1939
Marguerite Zorach,1936
Stuart Benson,1938
George Grosz,1937
William Gropper,1938
Lucille Villalon,1934
Juanita Gonzalez,1935
Edward Francis McCartan,1939
John Whorf,1938
William L'Engle,1938
Bruce Mitchell,1938
Georges L. Schreiber,1939
Lee Brown Coye,1938
Peggy Bacon,1937
Clarence Holbrook Carter,1939
Thomas Craig,1938
Georges L. Schreiber,1936
Irene de Bohus,1940
Irene de Bohus,1940
Bernadine Custer,1940
Eyvind Earle,1940
Reginald Marsh,1939
Gladys Aller,1937
Joan Irving Brandt,1937
Pearl Frye Rau,1940
Dong Kingman,1939
Alexander Nepote,1938
George Post,1939
Milford Zornes,1938
Mary Hoover Aiken,1939
Fletcher Martin,1939
Maija Grotell,1940
Marion Lawrence Fosdick,1940
Karl Drerup,1940
Marianne Appel,1940
George Constant,1931
Walker Hancock,1940
Nan Watson,1939
Ann Brockman,1940
Patrick Morgan,1931
Charles Ephraim Burchfield,1917
Evangeline Chapman Cozzens,1939
Louis Bouché,1939
Arnold Friedman,1937
Abraham Walkowitz,1913
Abraham Walkowitz,1913
Abraham Walkowitz,1913
Abraham Walkowitz,1913
Abraham Walkowitz,1913
Abraham Walkowitz,1913
Abraham Walkowitz,1910
Abraham Walkowitz,1908
Bernard Klonis,1939
Irene de Bohus,1940
Robert Noel Blair,1939
Paul Valentine Lantz,1939
Richard Sussman,1938
Richard Sussman,1939
Andrée Ruellan,1939
Junius Allen,1939
Edmond Amateis,1940
Malvina Cornell Hoffman,1923
Joseph E. Renier,1941
Adolf Dehn,1941
John W. Taylor,1940
Konrad Cramer,1933
Konrad Cramer,1933
Ilonka Karasz,1940
Louis Jean Liberté,1940
Betty Lane,1941
Anton Refregier,1940
Mitchell Siporin,1939
Karl R. Free,1929
Elizabeth Sparhawk-Jones,1940
Darrel Austin,1941
Charles Sheeler,1935
John Lonergan,1940
Harry Shoulberg,1941
Robert Laurent,1939
José de Creeft,1941
Anna Coleman Ladd,1900
Erwin (Frederick) Springweiler,1941
Cameron Booth,1936
Francis Chapin,1940
Charles Ephraim Burchfield,1918
John Bernard Flannagan,1932
Ruth Raemisch,1941
George Bellows,1917
Moses Soyer,1940
Chaim Gross,1940
Jacques Lipchitz,1942
Brenda Putnam,1941
William Scott Pyle,1916
John Steuart Curry,1938
Peter Blume,1931
Jack Levine,1937
Louis Bouché,1942
Lyonel Charles Feininger,1936
John Atherton,1942
Marsden Hartley,1940
Aaron Bohrod,1942
Raymond Breinin,1942
Charles Houghton Howard,1942
Howard Cook,1941
Philip Evergood,1941
Frank Kleinholz,1942
Jacob Lawrence,1942
Kurt Ferdinand Roesch,1939
Niles Spencer,1940
Mark Tobey,1935
José de Creeft,1923
Chaim Gross,1938
Gladys Edgerly Bates,1935
Henry Kreis,1937
Alexander Calder,1941
Frances Kent Lamont,1942
Herbert Ferber,1940
Grace Hill Turnbull,1941
Richmond Barthé,1942
William W. Swallow,1942
Carl Walters,1939
Guy Pène du Bois,1934
Janet de Coux,1942
Viktor Schreckengost,1939
Minna Wright Citron,1943
Carl Schmitz,1943
Thomas Hart Benton,1943
Eugene Berman,1942
George Grosz,1943
Bradley Walker Tomlin,1943
Charles Ephraim Burchfield,1917
Chester Beach,1913
Gladys Lewis Bush,1942
Herzl Emanuel,1939
Herzl Emanuel,1936
John Sante,1939
Daniel Rasmusson,1939
Hugh Mesibov,1937
"Samuel Joseph Brown, Jr.",1936
Michael Leone,1935
Julius Thiengen Bloch,1942
Glenn Stuart Pearce,1939
Glenn Stuart Pearce,1939
William Tasker,1900
Josef Presser,1943
"Samuel Joseph Brown, Jr.",1941
Leon Kelly,1940
Esther Garber,1939
Thomas Flavell,1931
Thomas Flavell,1940
Joseph Hirsch,1940
Remo Farruggio,1938
O. Louis Guglielmi,1939
Reginald Wilson,1939
Loren MacIver,1939
Daniel Koerner,1938
Sol Wilson,1939
Isobel Bates,1941
Elizabeth Terrell,1939
Joseph De Martini,1938
Joseph Kaplan,1940
Reginald Wilson,1909
Morris Neuwirth,1939
Gladys Kleinman,1940
Perkins Harnly,1940
Perkins Harnly,1940
Oronzo Gasparo,1936
Joseph Wolins,1939
Irene Rice Pereira,1941
Richard Sussman,1939
Jacob Lawrence,1938
Joseph De Martini,1941
Ben Benn,1941
Lee Jackson,1944
Rico Lebrun,1943
Irene Rice Pereira,1944
Leonid,1937
Richard H. Recchia,1944
Rene Paul Chambellan,1945
Nahum Tschacbasov,1936
Ivan Méstrovíc,1927
Ivan Méstrovíc,1927
Franklin Watkins,1945
Edward Hopper,1943
David Burliuk,1944
Mahonri Mackintosh Young,1945
Thomas Hart Benton,1937
Paul Cadmus,1943
Jon Corbino,1935
John Heliker,1944
Fletcher Martin,1943
William C. McNulty,1930
Eugene Speicher,1944
Peggy Bacon,1939
William Dean Fausett,1944
Chaim Gross,1944
Louis Jean Liberté,1943
Hobson Pittman,1944
Georges L. Schreiber,1944
William Zorach,1943
Louis Schanker,1944
Mary Eaton Dorr,1940
Michel Alexander Werboff,1945
Joseph A. Kiselewski,1946
Sylvie Weinstein,1941
Berthold Nebel,1945
John Marin,1938
Guy Pène du Bois,1945
Elie Nadelman,1916
Mark Tobey,1945
William Baziotes,1945
David Fredenthal,1945
Jacob Lawrence,1945
Dong Kingman,1945
Ogden M. Pleissner,1945
Andrew Wyeth,1945
Edgardo Simone,1944
Beatrice Wood,1947
Beatrice Wood,1947
Beatrice Wood,1947
Hugo Robus,1934
Georgia O'Keeffe,1944
Sidney Biehler Waugh,1946
Margit Varga,1941
Dahlov Ipcar,1944
Isabel Burke Coll,1944
Isabel Burke Coll,1940
Michael Lantz,1948
Koren Der Harootian,1948
Siuling Wong,1941
George Bellows,1918
George Bellows,1918
Paul Manship,1914
Paul Manship,1914
Raphael Soyer,1947
Aaron Bohrod,1947
William Charles Palmer,1947
Stuart Davis,1947
Karl Zerbe,1947
Peter Blume,1946
Charles Ephraim Burchfield,1947
Edward Hopper,1946
Georges L. Schreiber,1947
Henry Kreis,1947
Max Weber,1947
Marianna von Allesch,1947
Marianna von Allesch,1947
William Manker,1945
Winifred E. Phillips,1944
Louis Benjamin Raynor,1946
Herbert Harvey Sanders,1944
Herbert Harvey Sanders,1944
H. Edward Winter,1946
Snow Jade Wong,1947
Harold E. Riegger,1944
Leon Kroll,1933
Charles Sheeler,1945
B. J. O. Nordfeldt,1948
Everett Spruce,1947
Kenneth Callahan,1944
Mark Tobey,1948
Loren MacIver,1949
Walter Stuempfig,1948
Thomas G. Lo Medico,1948
Charles Demuth,1928
Charles Demuth,1920
Jo Davidson,1936
John Marin,1908
John Marin,1909
John Marin,1909
John Marin,1909
John Marin,1909
John Marin,1912
John Marin,1910
John Marin,1910
John Marin,1911
John Marin,1914
John Marin,1914
John Marin,1914
John Marin,1914
John Marin,1915
John Marin,1916
John Marin,1917
John Marin,1917
John Marin,1917
John Marin,1918
John Marin,1919
John Marin,1919
John Marin,1920
John Marin,1921
John Marin,1921
John Marin,1921
John Marin,1922
John Marin,1922
John Marin,1922
John Marin,1923
John Marin,1924
John Marin,1925
John Marin,1925
John Marin,1926
John Marin,1926
John Marin,1926
John Marin,1926
John Marin,1927
John Marin,1927
John Marin,1927
John Marin,1928
John Marin,1928
John Marin,1928
John Marin,1928
John Marin,1929
John Marin,1930
John Marin,1932
John Marin,1932
John Marin,1932
John Marin,1933
John Marin,1934
John Marin,1932
John Marin,1932
John Marin,1932
John Marin,1932
John Marin,1936
John Marin,1936
John Marin,1937
John Marin,1941
Abraham Walkowitz,1908
Abraham Walkowitz,1908
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1909
Abraham Walkowitz,1911
Abraham Walkowitz,1911
Abraham Walkowitz,1911
Abraham Walkowitz,1911
Abraham Walkowitz,1911
Abraham Walkowitz,1911
Abraham Walkowitz,1907
Abraham Walkowitz,1908
Abraham Walkowitz,1907
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1906
Abraham Walkowitz,1908
Gaston Lachaise,1910
Gaston Lachaise,1924
John Marin,1929
John Marin,1929
John Marin,1943
John Marin,1936
John Marin,1942
Arthur Dove,1924
Arthur Dove,1935
Arthur Dove,1929
Arthur Dove,1942
Jules Pascin,1912
Arthur Dove,1930
Marsden Hartley,1909
Marsden Hartley,1914
Marsden Hartley,1916
Marsden Hartley,1913
Marsden Hartley,1920
Marsden Hartley,1919
Marsden Hartley,1909
Marsden Hartley,1903
Marsden Hartley,1924
Marsden Hartley,1921
Stanton Macdonald-Wright,1920
Charles Demuth,1917
Charles Demuth,1917
Charles Demuth,1929
Charles Demuth,1915
Charles Demuth,1917
Charles Demuth,1914
Charles Demuth,1917
Charles Demuth,1920
Charles Demuth,1914
Charles Demuth,1917
Charles Demuth,1917
Charles Demuth,1917
Charles Demuth,1916
Charles Demuth,1917
Charles Demuth,1912
Charles Demuth,1908
Charles Demuth,1917
Arthur Dove,1907
Arthur Dove,1940
Arthur Dove,1913
Arthur Dove,1934
Arthur Dove,1922
Arthur Dove,1913
Arthur Dove,1931
Arthur Dove,1934
Arthur Dove,1935
Arthur Dove,1935
Arthur Dove,1934
Arthur Dove,1935
Arthur Dove,1935
Arthur Dove,1930
Arthur Dove,1931
Arthur Dove,1935
Arthur Dove,1930
Arthur Dove,1934
Arthur Dove,1935
Arthur Dove,1934
Arthur Dove,1932
Arthur Dove,1930
Arthur Dove,1931
Arthur Dove,1935
Arthur Dove,1935
Arthur Dove,1935
Arthur Dove,1927
John Marin,1908
Marsden Hartley,1935
Arthur Dove,1927
Arthur Dove,1928
Gaston Lachaise,1925
Leo Friedlander,1949
E. Byrne Livingston,1941
George Grosz,1936
Irving Sherman,1950
Grant Wood,1931
"John A. Dreves|Corning Glass Works, Steuben Division",1947
"Corning Glass Works, Steuben Division|George L. Thompson",1949
Bruno Mankowski,1949
Howard Whipple,1945
Herbert Haseltine,1925
Malvina Cornell Hoffman,1912
Jo Davidson,1918
Donal Hord,1949
Kathleen Hollister,1930
Maurice Heaton,1949
Maurice Heaton,1949
Gaston Lachaise,1922
Edward Marshall Boehm,1950
Edward Marshall Boehm,1950
Cecil Howard,1950
Georgia O'Keeffe,1924
Georgia O'Keeffe,1915
Karl Drerup,1950
William Baziotes,1950
Kenneth Callahan,1949
Walt Kuhn,1932
Walt Kuhn,1942
Walt Kuhn,1943
Kenneth Callahan,1948
Philip Evergood,1948
Morris Graves,1943
O. Louis Guglielmi,1949
Mitchell Siporin,1949
Niles Spencer,1949
Joseph Stella,1920
Joseph Stella,1918
Karl Zerbe,1948
Philip Guston,1947
Karl Knaths,1949
Abraham Rattner,1946
Franklin Watkins,1935
Arthur Osver,1947
Theodoros Stamos,1948
Pavel Tchelitchew,1939
Preston Dickinson,1922
Priscilla Roberts,1948
Andrew Wyeth,1949
Reginald Marsh,1948
Yasuo Kuniyoshi,1948
Ben Shahn,1949
Brenda Putnam,1947
Robert Brackman,1945
John Steuart Curry,1939
Paul Cadmus,1935
Ivan Albright,1928
Flora Mace|Joey Kirkpatrick,1983
Mary Shaffer,1994
Albert W. Wein,1951
Maurice Sterne,1924
Robert Ingersoll Aitken,1909
Abraham Rattner,1942
Charles Henry Alston,1950
Wheeler Williams,1951
Andrew Michael Dasburg,1923
Hans Hofmann,1950
Sueo Serisawa,1950
Abraham Walkowitz,1913
Alice P. Shurtleff,1935
Marion Greenwood,1948
Milton Avery,1945
Lamar Dodd,1949
"Edward Field Sanford, Jr.",1916
Ben Shahn,1945
Paul Manship,1913
Laura Gardin Fraser,1952
Boris Lovet-Lorski,1937
Carlyle Brown,1952
Lyonel Charles Feininger,1943
Norman Rockwell,1943
Reuben Tam,1951
Albert Eugene Gallatin,1941
Andrew Wyeth,1950
Walter Murch,1950
Georgia O'Keeffe,1931
Andrew Michael Dasburg,1927
Victor Higgins,1884
Adolph Gottlieb,1950
Saul Steinberg,1950
William Thon,1952
Pavel Tchelitchew,1945
Leon Karp,1947
Joseph Glasco,1953
Karl Heinrich Gruppe,1952
Rudolf Ray,1942
Rudolf Ray,1942
Henry Meloy,1950
Henry Meloy,1948
Ernest Cramer,1877
Martha Franco,1920
Martha Franco,1930
Gifford MacGregor Proctor,1953
Priscilla Roberts,1952
Jimmy Ernst,1952
Josef Albers,1951
Josef Albers,1951
Peppino Mangravite,1953
Lyonel Charles Feininger,1952
Edward Hopper,1953
Attilio Salemme,1953
Florine Stettheimer,1942
Florine Stettheimer,1939
Florine Stettheimer,1929
Florine Stettheimer,1931
Peter Blume,1930
Richard Haines,1945
Henry Koerner,1948
Duncan R. Stuart,1919
Yasuo Kuniyoshi,1952
Jean Jones Watts,1953
John Atherton,1951
Claude Bentley,1952
Remo Farruggio,1952
Bernard Klonis,1952
Carl Gaertner,1952
Joseph Stella,1919
Joseph Stella,1911
Katherine Sophie Dreier,1939
"Sidney Biehler Waugh|Corning Glass Works, Steuben Division",1930
Isamu Noguchi,1945
Stuart Davis,1953
Hedda Sterne,1952
Bradley Walker Tomlin,1952
David Smith,1952
Robert Motherwell,1952
Lee Gatch,1953
Robert Philipp,1954
Milton Avery,1954
John Koch,1953
Balcomb Greene,1951
Morris Graves,1953
William Grosvener Congdon,1953
Peter Dalton,1953
Abram Belskie,1954
Sidney Simon,1948
Guy Pène du Bois,1923
George Bellows,1919
Raphael Soyer,1932
Romare Bearden,1945
Cleve Gray,1953
Robert Glenn Price,1918
Marsden Hartley,1910
Preston Dickinson,1924
Joseph Glasco,1951
Joseph Glasco,1949
Eugene Berman,1946
Anne Poor,1954
Mark Tobey,1942
Herbert Ferber,1947
John Heliker,1950
George Bellows,1919
George Bellows,1916
Charles Kenneth Sibley,1950
Gertrud Natzler|Otto Natzler,1952
Gertrud Natzler|Otto Natzler,1952
Arbit Blatas,1952
Carl Sprinchorn,1948
Carl Sprinchorn,1944
Carl Sprinchorn,1951
Carl Sprinchorn,1914
Carl Sprinchorn,1915
Carl Sprinchorn,1937
Carl Sprinchorn,1920
Carl Sprinchorn,1914
John Groth,1951
Peter Takal,1905
Bessie Stough Callender,1929
Xavier Gonzalez,1953
Joseph Stella,1918
William Thon,1953
Alfred Maurer,1927
Dong Kingman,1955
Wilhelm Hunt Diederich,1931
Sue Fuller,1952
Walt Kuhn,1938
Rico Lebrun,1949
Edwin Dickinson,1943
Irene Rice Pereira,1952
Irene Rice Pereira,1952
Malvina Cornell Hoffman,1955
Carl Sprinchorn,1914
William Kienbusch,1955
Kay Sage,1955
Charles Umlauf,1953
Alexander Calder,1950
Alexander Calder,1950
Nathaniel Kaz,1952
Reginald Marsh,1948
Paul Manship,1923
Calvin Albert,1954
William Brice,1955
José de Rivera,1954
Ynez Johnston,1955
Charles Shaw,1950
Ivan Méstrovíc,1954
Theodoros Stamos,1954
George L.K. Morris,1954
Carlyle Brown,1954
Victor Candell,1950
Jack Tworkov,1953
Eliot Clark,1938
John Taylor Arms,1936
Yves Tanguy,1954
John Hultberg,1954
Walter Stuempfig,1914
John Heliker,1954
Charles Sheeler,1955
Jack Levine,1955
Richard Lippold,1953
Nicolas Carone,1956
Simon Lissim,1928
Simon Lissim,1928
Kenzo Okada,1955
Morris Graves,1954
Larry Rivers,1956
Theodoros Stamos,1950
Roy Mason,1956
Stuart Davis,1927
Joseph Floch,1955
Stephen Etnier,1955
Grace Hartigan,1955
Charles Umlauf,1911
Chen Chi,1953
Conrad Marca-Relli,1956
Arshile Gorky,1944
Willem de Kooning,1955
Edward Hopper,1927
Jack Levine,1955
Isabel Bishop,1955
Carroll Cloar,1955
Ruth Pruyn Goodrich,1947
Ruth Pruyn Goodrich,1941
Ruth Pruyn Goodrich,1935
Ruth Pruyn Goodrich,1929
Mahonri Mackintosh Young,1903
Yasuo Kuniyoshi,1938
Walt Kuhn,1930
Lyonel Charles Feininger,1954
Peggy Bacon,1954
Marsden Hartley,1940
George Tooker,1956
Loren MacIver,1956
Georg John Lober,1955
George Biddle,1955
Anne Ryan,1954
Anne Ryan,1953
Anne Ryan,1953
John Angel,1956
Raphael Soyer,1957
Nancy Ellen Craig,1956
Ynez Johnston,1955
Paul Fjelde,1956
James Brooks,1957
Elie Nadelman,1914
Pietro Montana,1957
Alfred Maurer,1928
Gaston Lachaise,1932
Gaston Lachaise,1932
Gaston Lachaise,1932
Gaston Lachaise,1932
Edward Hopper,1925
John Koch,1956
Raphael Soyer,1953
Raphael Soyer,1954
Carl A. Morris,1955
George Bellows,1916
Aaron A Shikler,1957
Priscilla Roberts,1956
Jackson Pollock,1950
James Whitney Fosburgh,1957
Joseph Hirsch,1958
A. Sheldon Pennoyer,1956
Oscar Miestchaninoff,1939
Jean de Marco,1958
Paul B. Remmey,1946
Jules Pascin,1916
Jules Pascin,1926
Jules Pascin,1922
Jules Pascin,1923
Walt Kuhn,1877
Max Weber,1907
Max Weber,1912
Wilhelm Hunt Diederich,1884
Maurice Sterne,1918
Donald De Lue,1957
Sam Francis,1957
Alfonso Ossorio,1956
Mark Tobey,1957
Horace Pippin,1945
Seymour Lipton,1957
Ilya Schor,1958
Miklos Suba,1932
Allan Houser,1959
Charles Rudy,1958
J. Sheldon Carey,1959
"John Piper|Corning Glass Works, Steuben Division|George L. Thompson",1954
"John Minton|Corning Glass Works, Steuben Division|Lloyd Atkins",1954
"Corning Glass Works, Steuben Division|John Minton|Lloyd Atkins",1954
"George L. Thompson|Corning Glass Works, Steuben Division",1954
"Corning Glass Works, Steuben Division|Cho Chun Yung|Donald Pollard",1950
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1942
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1942
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1942
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1942
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1942
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1942
"Corning Glass Works, Steuben Division|Sidney Biehler Waugh",1943
"Corning Glass Works, Steuben Division|George L. Thompson",1946
"Sir Jacob Epstein|Corning Glass Works, Steuben Division|Donald Pollard",1954
"Laurence Whistler|Corning Glass Works, Steuben Division",1954
Gaston Lachaise,1924
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Mark Tobey,1928
William Zorach,1922
William Zorach,1940
Josef Albers,1959
Nicolas Carone,1959
Edwin Dickinson,1922
Adolph Gottlieb,1959
Franz Kline,1959
Kenneth Callahan,1959
Georgia O'Keeffe,1944
Georgia O'Keeffe,1937
Paul Scheurich,1924
John Marin,1907
Audrey Newell,1900
Audrey Newell,1959
Ilya Schor,1959
Paul Manship,1916
Gleb Derujinsky,1878
Larry Rivers,1960
William Gropper,1960
Henry Gasser,1950
Thomas Wilfred,1956
Katharine Lane Weems,1959
Leo Lentelli,1960
Richard Lippold,1953
F. Carlton Ball,1958
Eugene Speicher,1953
Eugene Speicher,1929
Eugene Speicher,1945
Eugene Speicher,1937
Eugene Speicher,1930
Eugene Speicher,1935
Eugene Speicher,1953
Eugene Speicher,1940
Eugene Speicher,1935
Eugene Speicher,1930
Eugene Speicher,1930
Peter Blume,1952
Peter Blume,1957
Adolph Block,1961
Georgia O'Keeffe,1930
Patrick Henry Bruce,1920
Adlai S. Hardin,1960
John Whorf,1922
John Whorf,1921
John Whorf,1934
Millie Bruhl Fredrick,1878
Millie Bruhl Fredrick,1878
John Whorf,1922
John Whorf,1923
John Whorf,1940
John Whorf,1922
Marsden Hartley,1914
Marsden Hartley,1914
Marsden Hartley,1914
Nathaniel Choate,1961
Arthur B. Carles,1910
Nathaniel Dirk,1950
Isamu Noguchi,1937
Stefano Cusumano,1912
Oronzio Maldarelli,1962
Georgia O'Keeffe,1930
Ogden M. Pleissner,1960
Peter Blume,1961
Lily Cushing,1960
Seymour Lipton,1957
Seymour Lipton,1957
Seymour Lipton,1957
Joseph Hirsch,1910
Edward Hopper,1929
Jo Davidson,1937
Guy Pène du Bois,1924
Yasuo Kuniyoshi,1944
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Stephen Greene,1951
Kenneth Callahan,1960
Gaston Lachaise,1915
Kenneth Callahan,1960
Georgia O'Keeffe,1930
George Grosz,1931
Hans Hofmann,1962
Joseph Stella,1914
Burgoyne Diller,1938
Ellsworth Kelly,1963
Mario Cooper,1959
David Hare,1962
Carl G. Mose,1962
Marguerite Zorach,1929
Maurice Sterne,1925
Walter Pach,1933
Albino Manca,1962
Albino Manca,1964
Albino Manca,1963
Gertrude Schweitzer,1962
Hedda Sterne,1952
Karl Knaths,1950
Franz Kline,1959
Alfred Van Loen,1950
Andrew Wyeth,1952
George Bellows,1922
Karl Pavany-Illava,1949
Patricia Cunningham,1950
Arshile Gorky,1933
Alexander Archipenko,1914
Susanne Suba,1959
Sidney Laufman,1953
John Marin,1911
Oscar Bluemner,1924
Oscar Bluemner,1917
John Marin,1915
John Marin,1914
Alexander Archipenko,1920
Charles Demuth,1916
Abraham Walkowitz,1909
Franz Kline,1948
George Ault,1926
Georgia O'Keeffe,1932
Frederic Whitaker,1956
George Bellows,1922
Edward Laning,1936
Elie Nadelman,1923
Elie Nadelman,1917
Elie Nadelman,1917
Elie Nadelman,1919
Elie Nadelman,1914
Elie Nadelman,1914
Elie Nadelman,1914
Elie Nadelman,1904
Elie Nadelman,1923
Elie Nadelman,1916
Elie Nadelman,1912
Elie Nadelman,1930
Elie Nadelman,1908
Elie Nadelman,1914
Elie Nadelman,1913
Elie Nadelman,1904
Robert A. Weinman,1964
Eugene Berman,1938
Eugene Berman,1937
Frank Eliscu,1964
Herbert Ferber,1962
Robert Motherwell,1961
Maurice Sterne,1912
Maurice Sterne,1922
Andy Warhol,1963
Emily Winthrop Miles,1945
Emily Winthrop Miles,1945
Emily Winthrop Miles,1945
Vuk Vuchinich,1942
Priscilla Roberts,1943
Harry Marinsky,1963
Carlton Lehman,1948
Charles Sarka,1903
Katharine Lovell,1948
Rudy Martinelli,1963
Helen Frankenthaler,1961
Andrew Wyeth,1965
Clara Fasano,1940
Brian Connelly,1962
Brian Connelly,1962
Ethel Myers,1909
Saul Steinberg,1966
Isabel Whitney,1954
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Reginald Marsh,1945
Charles Rudy,1945
Will Barnet,1963
Jerome Blum,1908
Alexander Calder,1928
Alexander Calder,1926
Yves Tanguy,1934
Yves Tanguy,1949
Max Weber,1915
Avel de Knight,1966
B. Shirley Carter,1964
Kurt Seligmann,1946
Walter Stein,1924
Hazel Janicki,1948
Pavel Tchelitchew,1932
Pavel Tchelitchew,1938
Aldo Casanova,1960
Stephen Greene,1949
Stephen Greene,1949
Stephen Greene,1950
A. Robert Birmelin,1962
Robert Vickrey,1966
Ralph Menconi,1915
George Bellows,1914
George Bellows,1919
Lawrence H. Lebduska,1937
Lyonel Charles Feininger,1949
John Bernard Flannagan,1926
Jules Pascin,1925
Raphael Soyer,1931
Raphael Soyer,1935
Gaston Lachaise,1933
Abraham Walkowitz,1913
Adolph Gottlieb,1946
Morris Louis,1960
John Henry Bradley Storrs,1922
Fritz Glarner,1953
Elizabeth Nealon Weistrop,1965
Robert Lohman,1966
Arthur Lee,1881
Robert Ranieri,1957
Paul Manship,1927
Robert Ranieri,1958
Robert Ranieri,1955
Robert Ranieri,1963
Robert Ranieri,1963
Robert Ranieri,1963
Robert Ranieri,1959
Robert Ranieri,1959
Andrew Wyeth,1939
Andrew Wyeth,1966
Jonathan Scoville,1960
Benjamin Knotts,1943
Benjamin Knotts,1943
Benjamin Knotts,1943
Robert Andrew Parker,1957
Everett Raymond Kinstler,1965
Everett Raymond Kinstler,1963
Dorothy Coulter,1960
Morton Schamberg,1916
Morton Schamberg,1916
Morton Schamberg,1916
Morton Schamberg,1916
Edward Avedisian,1965
Malvina Cornell Hoffman,1937
Malvina Cornell Hoffman,1937
Malvina Cornell Hoffman,1920
Malvina Cornell Hoffman,1937
Malvina Cornell Hoffman,1937
Barnett Newman,1949
John Graham,1944
Stephen Greene,1945
Kurt Seligmann,1948
Walter Stuempfig,1947
Pavel Tchelitchew,1934
George Biddle,1934
Larry Rivers,1960
Jean Xceron,1942
Pavel Tchelitchew,1925
